pathway,GO
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0009188
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,GO:0009191
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,GO:0009185
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS,GO:0009119
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0009156
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,GO:0009158
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,GO:0009161
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS,GO:0009261
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0046390
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,GO:0000027
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,GO:0042273
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS,GO:0000055
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,GO:0000028
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,GO:0042274
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS,GO:0000056
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS,GO:0000054
GOBP_RIBOSOME_ASSEMBLY,GO:0042255
GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:1990116
GOBP_RIBOSOME_BIOGENESIS,GO:0042254
GOBP_RIBOSOME_DISASSEMBLY,GO:0032790
GOBP_RIG_I_SIGNALING_PATHWAY,GO:0039529
GOBP_RIGHTING_REFLEX,GO:0060013
GOBP_RISC_COMPLEX_ASSEMBLY,GO:0070922
GOBP_RNA_3_END_PROCESSING,GO:0031123
GOBP_RNA_3_URIDYLATION,GO:0071076
GOBP_RNA_5_END_PROCESSING,GO:0000966
GOBP_RNA_CAPPING,GO:0036260
GOBP_RNA_CATABOLIC_PROCESS,GO:0006401
GOBP_RNA_DECAPPING,GO:0110154
GOBP_RNA_DESTABILIZATION,GO:0050779
GOBP_RNA_EXPORT_FROM_NUCLEUS,GO:0006405
GOBP_RNA_GUANINE_N7_METHYLATION,GO:0036265
GOBP_RNA_IMPORT_INTO_MITOCHONDRION,GO:0035927
GOBP_RNA_LOCALIZATION,GO:0006403
GOBP_RNA_METHYLATION,GO:0001510
GOBP_RNA_MODIFICATION,GO:0009451
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS,GO:0090501
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC,GO:0090502
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC,GO:0090503
GOBP_RNA_POLYADENYLATION,GO:0043631
GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY,GO:0001188
GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY,GO:0051123
GOBP_RNA_PROCESSING,GO:0006396
GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING,GO:0010501
GOBP_RNA_SPLICING,GO:0008380
GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION,GO:0000394
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,GO:0000375
GOBP_RNA_STABILIZATION,GO:0043489
GOBP_RNA_SURVEILLANCE,GO:0071025
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,GO:0006278
GOBP_ROOF_OF_MOUTH_DEVELOPMENT,GO:0060021
GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING,GO:0021903
GOBP_ROUNDABOUT_SIGNALING_PATHWAY,GO:0035385
GOBP_RRNA_3_END_PROCESSING,GO:0031125
GOBP_RRNA_5_END_PROCESSING,GO:0000967
GOBP_RRNA_BASE_METHYLATION,GO:0070475
GOBP_RRNA_CATABOLIC_PROCESS,GO:0016075
GOBP_RRNA_METABOLIC_PROCESS,GO:0016072
GOBP_RRNA_METHYLATION,GO:0031167
GOBP_RRNA_MODIFICATION,GO:0000154
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS,GO:0031118
GOBP_RRNA_TRANSCRIPTION,GO:0009303
GOBP_RRNA_TRANSPORT,GO:0051029
GOBP_RUFFLE_ASSEMBLY,GO:0097178
GOBP_RUFFLE_ORGANIZATION,GO:0031529
GOBP_S_ADENOSYLMETHIONINE_CYCLE,GO:0033353
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS,GO:0046500
GOBP_S_SHAPED_BODY_MORPHOGENESIS,GO:0072050
GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION,GO:0086070
GOBP_SALIVA_SECRETION,GO:0046541
GOBP_SALIVARY_GLAND_DEVELOPMENT,GO:0007431
GOBP_SARCOMERE_ORGANIZATION,GO:0045214
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,GO:0070296
GOBP_SATELLITE_CELL_ACTIVATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION,GO:0014901
GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY,GO:0090666
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:0031146
GOBP_SCHWANN_CELL_DEVELOPMENT,GO:0014044
GOBP_SCHWANN_CELL_DIFFERENTIATION,GO:0014037
GOBP_SCHWANN_CELL_MIGRATION,GO:0036135
GOBP_SCHWANN_CELL_PROLIFERATION,GO:0014010
GOBP_SEBACEOUS_GLAND_DEVELOPMENT,GO:0048733
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING,GO:0019932
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,GO:1902652
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION,GO:0003139
GOBP_SECONDARY_METABOLIC_PROCESS,GO:0019748
GOBP_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS,GO:0044550
GOBP_SECONDARY_PALATE_DEVELOPMENT,GO:0062009
GOBP_SECRETION,GO:0046903
GOBP_SECRETION_BY_TISSUE,GO:0032941
GOBP_SECRETION_OF_LYSOSOMAL_ENZYMES,GO:0033299
GOBP_SECRETORY_GRANULE_LOCALIZATION,GO:0032252
GOBP_SECRETORY_GRANULE_ORGANIZATION,GO:0033363
GOBP_SEGMENT_SPECIFICATION,GO:0007379
GOBP_SEGMENTATION,GO:0035282
GOBP_SELECTIVE_AUTOPHAGY,GO:0061912
GOBP_SELF_PROTEOLYSIS,GO:0097264
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,GO:0071526
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,GO:1902285
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT,GO:1905314
GOBP_SEMICIRCULAR_CANAL_DEVELOPMENT,GO:0060872
GOBP_SEMICIRCULAR_CANAL_MORPHOGENESIS,GO:0048752
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT,GO:0072520
GOBP_SENSORY_ORGAN_DEVELOPMENT,GO:0007423
GOBP_SENSORY_ORGAN_MORPHOGENESIS,GO:0090596
GOBP_SENSORY_PERCEPTION,GO:0007600
GOBP_SENSORY_PERCEPTION_OF_BITTER_TASTE,GO:0050913
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,GO:0007606
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,GO:0050953
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,GO:0050954
GOBP_SENSORY_PERCEPTION_OF_PAIN,GO:0019233
GOBP_SENSORY_PERCEPTION_OF_SMELL,GO:0007608
GOBP_SENSORY_PERCEPTION_OF_SOUR_TASTE,GO:0050915
GOBP_SENSORY_PERCEPTION_OF_SWEET_TASTE,GO:0050916
GOBP_SENSORY_PERCEPTION_OF_TASTE,GO:0050909
GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS,GO:0050951
GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE,GO:0050917
GOBP_SENSORY_SYSTEM_DEVELOPMENT,GO:0048880
GOBP_SEPTUM_PRIMUM_DEVELOPMENT,GO:0003284
GOBP_SEQUESTERING_OF_ACTIN_MONOMERS,GO:0042989
GOBP_SEQUESTERING_OF_BMP_IN_EXTRACELLULAR_MATRIX,GO:0035582
GOBP_SEQUESTERING_OF_CALCIUM_ION,GO:0051208
GOBP_SEQUESTERING_OF_EXTRACELLULAR_LIGAND_FROM_RECEPTOR,GO:0035581
GOBP_SEQUESTERING_OF_IRON_ION,GO:0097577
GOBP_SEQUESTERING_OF_METAL_ION,GO:0051238
GOBP_SEQUESTERING_OF_TRIGLYCERIDE,GO:0030730
GOBP_SEQUESTERING_OF_ZINC_ION,GO:0032119
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0009070
GOBP_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,GO:0009071
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GO:0009069
GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN,GO:0042501
GOBP_SERINE_TRANSPORT,GO:0032329
GOBP_SEROTONIN_METABOLIC_PROCESS,GO:0042428
GOBP_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY,GO:0007210
GOBP_SEROTONIN_SECRETION,GO:0001820
GOBP_SEROTONIN_TRANSPORT,GO:0006837
GOBP_SEROTONIN_UPTAKE,GO:0051610
GOBP_SERTOLI_CELL_DEVELOPMENT,GO:0060009
GOBP_SERTOLI_CELL_DIFFERENTIATION,GO:0060008
GOBP_SERTOLI_CELL_PROLIFERATION,GO:0060011
GOBP_SEX_DETERMINATION,GO:0007530
GOBP_SEX_DIFFERENTIATION,GO:0007548
GOBP_SEXUAL_REPRODUCTION,GO:0019953
GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS,GO:0019626
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS,GO:0046459
GOBP_SHORT_TERM_MEMORY,GO:0007614
GOBP_SIALIC_ACID_TRANSPORT,GO:0015739
GOBP_SIALYLATION,GO:0097503
GOBP_SIGNAL_COMPLEX_ASSEMBLY,GO:0007172
GOBP_SIGNAL_PEPTIDE_PROCESSING,GO:0006465
GOBP_SIGNAL_RELEASE,GO:0023061
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO:0072331
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,GO:0038034
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,GO:0042770
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION,GO:0023019
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING,GO:0140448
GOBP_SINGLE_FERTILIZATION,GO:0007338
GOBP_SINGLE_STRAND_BREAK_REPAIR,GO:0000012
GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE,GO:0039692
GOBP_SINOATRIAL_NODE_CELL_DEVELOPMENT,GO:0060931
GOBP_SINOATRIAL_NODE_CELL_DIFFERENTIATION,GO:0060921
GOBP_SINOATRIAL_NODE_DEVELOPMENT,GO:0003163
GOBP_SIRNA_PROCESSING,GO:0030422
GOBP_SISTER_CHROMATID_COHESION,GO:0007062
GOBP_SISTER_CHROMATID_SEGREGATION,GO:0000819
GOBP_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING,GO:0071340
GOBP_SKELETAL_MUSCLE_ADAPTATION,GO:0043501
GOBP_SKELETAL_MUSCLE_ATROPHY,GO:0014732
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GO:0035914
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION,GO:0014856
GOBP_SKELETAL_MUSCLE_CONTRACTION,GO:0003009
GOBP_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION,GO:0098528
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,GO:0060538
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_ACTIVATION,GO:0014719
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_DIFFERENTIATION,GO:0014816
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_MAINTENANCE_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION,GO:0014834
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION,GO:0014841
GOBP_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY,GO:0030240
GOBP_SKELETAL_MUSCLE_TISSUE_GROWTH,GO:0048630
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION,GO:0043403
GOBP_SKELETAL_MYOFIBRIL_ASSEMBLY,GO:0014866
GOBP_SKELETAL_SYSTEM_DEVELOPMENT,GO:0001501
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,GO:0048705
GOBP_SKIN_DEVELOPMENT,GO:0043588
GOBP_SKIN_EPIDERMIS_DEVELOPMENT,GO:0098773
GOBP_SKIN_MORPHOGENESIS,GO:0043589
GOBP_SLEEP,GO:0030431
GOBP_SMAD_PROTEIN_COMPLEX_ASSEMBLY,GO:0007183
GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,GO:0060395
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,GO:0007264
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,GO:0044283
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,GO:0044282
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,GO:0044281
GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY,GO:0000491
GOBP_SMALL_REGULATORY_NCRNA_3_END_PROCESSING,GO:0043628
GOBP_SMALL_REGULATORY_NCRNA_PROCESSING,GO:0070918
GOBP_SMOOTH_MUSCLE_ADAPTATION,GO:0014805
GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:0034390
GOBP_SMOOTH_MUSCLE_CELL_CHEMOTAXIS,GO:0071670
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:0051145
GOBP_SMOOTH_MUSCLE_CELL_MATRIX_ADHESION,GO:0061302
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION,GO:0014909
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO:0048659
GOBP_SMOOTH_MUSCLE_CONTRACTION,GO:0006939
GOBP_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT,GO:0048745
GOBP_SMOOTHENED_SIGNALING_PATHWAY,GO:0007224
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,GO:0060831
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING,GO:0021910
GOBP_SNARE_COMPLEX_ASSEMBLY,GO:0035493
GOBP_SNO_S_RNA_METABOLIC_PROCESS,GO:0016074
GOBP_SNO_S_RNA_PROCESSING,GO:0043144
GOBP_SNORNA_LOCALIZATION,GO:0048254
GOBP_SNRNA_CATABOLIC_PROCESS,GO:0016076
GOBP_SNRNA_METABOLIC_PROCESS,GO:0016073
GOBP_SNRNA_MODIFICATION,GO:0040031
GOBP_SNRNA_PROCESSING,GO:0016180
GOBP_SNRNA_TRANSCRIPTION,GO:0009301
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,GO:0042795
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III,GO:0042796
GOBP_SNRNA_TRANSPORT,GO:0051030
GOBP_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT,GO:0044341
GOBP_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT,GO:0043252
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,GO:0036376
GOBP_SODIUM_ION_HOMEOSTASIS,GO:0055078
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,GO:0098719
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:0035725
GOBP_SODIUM_ION_TRANSPORT,GO:0006814
GOBP_SOFT_PALATE_DEVELOPMENT,GO:0060023
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS,GO:0002200
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION,GO:0002566
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS,GO:0016445
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE,GO:0002208
GOBP_SOMATIC_DIVERSIFICATION_OF_T_CELL_RECEPTOR_GENES,GO:0002568
GOBP_SOMATIC_MOTOR_NEURON_DIFFERENTIATION,GO:0021523
GOBP_SOMATIC_STEM_CELL_DIVISION,GO:0048103
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,GO:0035019
GOBP_SOMATOSTATIN_RECEPTOR_SIGNALING_PATHWAY,GO:0038169
GOBP_SOMATOTROPIN_SECRETING_CELL_DIFFERENTIATION,GO:0060126
GOBP_SOMITE_DEVELOPMENT,GO:0061053
GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION,GO:0032525
GOBP_SOMITE_SPECIFICATION,GO:0001757
GOBP_SOMITOGENESIS,GO:0001756
GOBP_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY,GO:0010092
GOBP_SPECIFICATION_OF_SYMMETRY,GO:0009799
GOBP_SPERM_AXONEME_ASSEMBLY,GO:0007288
GOBP_SPERM_CAPACITATION,GO:0048240
GOBP_SPERM_DNA_CONDENSATION,GO:0035092
GOBP_SPERM_EGG_RECOGNITION,GO:0035036
GOBP_SPERM_EJACULATION,GO:0042713
GOBP_SPERM_FLAGELLUM_ASSEMBLY,GO:0120316
GOBP_SPERM_MITOCHONDRIAL_SHEATH_ASSEMBLY,GO:0120317
GOBP_SPERM_MOTILITY,GO:0097722
GOBP_SPERMATID_DIFFERENTIATION,GO:0048515
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION,GO:0007289
GOBP_SPERMIDINE_METABOLIC_PROCESS,GO:0008216
GOBP_SPERMINE_METABOLIC_PROCESS,GO:0008215
GOBP_SPHINGOID_METABOLIC_PROCESS,GO:0046519
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,GO:0030148
GOBP_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,GO:0090520
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,GO:0006665
GOBP_SPHINGOLIPID_TRANSLOCATION,GO:0099039
GOBP_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS,GO:0006686
GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,GO:0006685
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,GO:0006684
GOBP_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_SIGNALING_PATHWAY,GO:0003376
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS,GO:0046512
GOBP_SPINAL_CORD_ASSOCIATION_NEURON_DIFFERENTIATION,GO:0021527
GOBP_SPINAL_CORD_DEVELOPMENT,GO:0021510
GOBP_SPINAL_CORD_MOTOR_NEURON_CELL_FATE_SPECIFICATION,GO:0021520
GOBP_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION,GO:0021522
GOBP_SPINAL_CORD_OLIGODENDROCYTE_CELL_DIFFERENTIATION,GO:0021529
GOBP_SPINAL_CORD_PATTERNING,GO:0021511
GOBP_SPINDLE_ASSEMBLY,GO:0051225
GOBP_SPINDLE_ASSEMBLY_INVOLVED_IN_FEMALE_MEIOSIS,GO:0007056
GOBP_SPINDLE_ELONGATION,GO:0051231
GOBP_SPINDLE_LOCALIZATION,GO:0051653
GOBP_SPINDLE_MIDZONE_ASSEMBLY,GO:0051255
GOBP_SPINDLE_ORGANIZATION,GO:0007051
GOBP_SPLEEN_DEVELOPMENT,GO:0048536
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY,GO:0000245
GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION,GO:0000393
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY,GO:0000387
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY,GO:0000244
GOBP_SPONTANEOUS_NEUROTRANSMITTER_SECRETION,GO:0061669
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION,GO:0098814
GOBP_SPROUTING_ANGIOGENESIS,GO:0002040
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,GO:0006614
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_SIGNAL_SEQUENCE_RECOGNITION,GO:0006617
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,GO:0006616
GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL,GO:0030322
GOBP_STARTLE_RESPONSE,GO:0001964
GOBP_STEM_CELL_DEVELOPMENT,GO:0048864
GOBP_STEM_CELL_DIFFERENTIATION,GO:0048863
GOBP_STEM_CELL_DIVISION,GO:0017145
GOBP_STEM_CELL_FATE_COMMITMENT,GO:0048865
GOBP_STEM_CELL_FATE_SPECIFICATION,GO:0048866
GOBP_STEM_CELL_PROLIFERATION,GO:0072089
GOBP_STEROID_BIOSYNTHETIC_PROCESS,GO:0006694
GOBP_STEROID_CATABOLIC_PROCESS,GO:0006706
GOBP_STEROID_ESTERIFICATION,GO:0034433
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,GO:0120178
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY,GO:0043401
GOBP_STEROID_HORMONE_SECRETION,GO:0035929
GOBP_STEROID_METABOLIC_PROCESS,GO:0008202
GOBP_STEROL_BIOSYNTHETIC_PROCESS,GO:0016126
GOBP_STEROL_HOMEOSTASIS,GO:0055092
GOBP_STEROL_METABOLIC_PROCESS,GO:0016125
GOBP_STEROL_TRANSPORT,GO:0015918
GOBP_STOMACH_DEVELOPMENT,GO:0062094
GOBP_STORE_OPERATED_CALCIUM_ENTRY,GO:0002115
GOBP_STRAND_INVASION,GO:0042148
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,GO:0031098
GOBP_STRESS_FIBER_ASSEMBLY,GO:0043149
GOBP_STRESS_GRANULE_ASSEMBLY,GO:0034063
GOBP_STRESS_GRANULE_DISASSEMBLY,GO:0035617
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE,GO:0090400
GOBP_STRESS_RESPONSE_TO_METAL_ION,GO:0097501
GOBP_STRIATED_MUSCLE_ADAPTATION,GO:0014888
GOBP_STRIATED_MUSCLE_ATROPHY,GO:0014891
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:0010658
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,GO:0055002
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GO:0051146
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,GO:0014855
GOBP_STRIATED_MUSCLE_CONTRACTION,GO:0006941
GOBP_STRIATED_MUSCLE_TISSUE_DEVELOPMENT,GO:0014706
GOBP_STRIATUM_DEVELOPMENT,GO:0021756
GOBP_SUBPALLIUM_DEVELOPMENT,GO:0021544
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,GO:0021762
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,GO:0034446
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION,GO:0006929
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION,GO:0006930
GOBP_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION,GO:0021826
GOBP_SUBTELOMERIC_HETEROCHROMATIN_FORMATION,GO:0031509
GOBP_SUCCINATE_METABOLIC_PROCESS,GO:0006105
GOBP_SUCCINATE_TRANSMEMBRANE_TRANSPORT,GO:0071422
GOBP_SUCCINYL_COA_CATABOLIC_PROCESS,GO:1901289
GOBP_SUCCINYL_COA_METABOLIC_PROCESS,GO:0006104
GOBP_SUCKLING_BEHAVIOR,GO:0001967
GOBP_SUGAR_MEDIATED_SIGNALING_PATHWAY,GO:0010182
GOBP_SULFATE_TRANSPORT,GO:0008272
GOBP_SULFATION,GO:0051923
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0000097
GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS,GO:0000098
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,GO:0000096
GOBP_SULFUR_AMINO_ACID_TRANSPORT,GO:0000101
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,GO:0044272
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS,GO:0044273
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,GO:0006790
GOBP_SULFUR_COMPOUND_TRANSPORT,GO:0072348
GOBP_SUPEROXIDE_ANION_GENERATION,GO:0042554
GOBP_SUPEROXIDE_METABOLIC_PROCESS,GO:0006801
GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST,GO:0044790
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,GO:0097435
GOBP_SYMPATHETIC_GANGLION_DEVELOPMENT,GO:0061549
GOBP_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT,GO:0048485
GOBP_SYNAPSE_ASSEMBLY,GO:0007416
GOBP_SYNAPSE_MATURATION,GO:0060074
GOBP_SYNAPSE_ORGANIZATION,GO:0050808
GOBP_SYNAPSE_PRUNING,GO:0098883
GOBP_SYNAPTIC_ASSEMBLY_AT_NEUROMUSCULAR_JUNCTION,GO:0051124
GOBP_SYNAPTIC_MEMBRANE_ADHESION,GO:0099560
GOBP_SYNAPTIC_SIGNALING,GO:0099536
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC,GO:0007271
GOBP_SYNAPTIC_TRANSMISSION_DOPAMINERGIC,GO:0001963
GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC,GO:0051932
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,GO:0035249
GOBP_SYNAPTIC_TRANSMISSION_GLYCINERGIC,GO:0060012
GOBP_SYNAPTIC_VESICLE_BUDDING,GO:0070142
GOBP_SYNAPTIC_VESICLE_CLUSTERING,GO:0097091
GOBP_SYNAPTIC_VESICLE_COATING,GO:0016183
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,GO:0099514
GOBP_SYNAPTIC_VESICLE_DOCKING,GO:0016081
